ST_CASE,WEATHERNAME
150075,Clear
150076,Cloudy
150077,Clear
150078,Clear
150079,Clear
150080,Clear
150081,Clear
150082,Rain
150083,Clear
160001,Clear
160002,Snow
160002,Blowing Snow
160003,Cloudy
160004,Snow
160005,Clear
160006,Clear
160007,Clear
160008,Clear
160009,"Fog, Smog, Smoke"
160010,Snow
160011,Cloudy
160012,Cloudy
160013,Cloudy
160014,Cloudy
160015,Clear
160016,Cloudy
160017,Clear
160018,Snow
160018,Cloudy
160019,Clear
160020,Cloudy
160021,Clear
160022,Clear
160023,Clear
160024,Clear
160025,Clear
160026,Clear
160027,Cloudy
160028,Clear
160029,Clear
160030,Clear
160031,Cloudy
160032,Clear
160033,Clear
160034,Clear
160035,Clear
160036,Clear
160037,Cloudy
160038,Clear
160039,Clear
160040,Clear
160041,Clear
160042,Cloudy
160043,Clear
160044,Clear
160045,Clear
160046,Clear
160047,Clear
160048,Clear
160049,Clear
160050,Clear
160051,Rain
160052,Clear
160053,Cloudy
160054,Cloudy
160055,Clear
160056,Clear
160057,Rain
160058,Clear
160059,Clear
160060,Clear
160061,Clear
160062,Cloudy
160063,Clear
160064,Clear
160065,Rain
160065,Cloudy
160066,Clear
160067,Clear
160068,Clear
160069,Clear
160070,Clear
160071,Cloudy
160072,Cloudy
160073,Clear
160074,Clear
160075,Clear
160076,Clear
160077,Clear
160078,Clear
160079,Clear
160080,Clear
160081,Clear
160082,Clear
160083,Clear
160084,Clear
160085,Clear
160086,Clear
160087,Clear
160088,Clear
160089,Clear
160090,Rain
160091,Clear
160092,Clear
160093,Clear
160094,Clear
160095,Clear
160096,Clear
160097,Clear
160098,Cloudy
160099,Clear
160100,Clear
160101,Clear
160102,Clear
160103,Clear
160104,Clear
160105,Clear
160106,"Fog, Smog, Smoke"
160106,Cloudy
160107,Clear
160108,Clear
160109,Clear
160110,Clear
160111,Clear
160113,Clear
160114,Clear
160115,Clear
160116,Clear
160117,Clear
160118,Clear
160119,Clear
160121,Snow
160122,Clear
160123,Clear
160124,Clear
160125,Clear
160126,Cloudy
160127,Clear
160128,Cloudy
160129,Clear
160130,Clear
160131,Clear
160132,Clear
160133,Clear
160134,Rain
160134,Severe Crosswinds
160135,Clear
160136,Clear
160137,Cloudy
160138,Clear
160139,Clear
160140,Clear
160141,Clear
160142,Clear
160143,Clear
160144,"Fog, Smog, Smoke"
160145,Clear
160146,Clear
160148,Clear
160149,Clear
160150,Clear
160151,Clear
160152,Clear
160153,Clear
160154,Severe Crosswinds
160154,Cloudy
160155,Severe Crosswinds
160155,Cloudy
160156,Clear
160157,Clear
160158,Clear
160159,Cloudy
160160,Clear
160161,Clear
160162,Clear
160163,Clear
160164,Clear
160165,Clear
160166,Clear
160167,Cloudy
160168,Rain
160168,Cloudy
160169,Rain
160170,Cloudy
160171,Cloudy
160172,Clear
160173,Clear
160174,Cloudy
160175,Cloudy
160176,Cloudy
160177,Clear
160178,Clear
160179,Clear
160180,Clear
160181,Clear
160182,Clear
160183,Cloudy
160184,Snow
160185,Clear
160186,Clear
160187,Clear
160188,Cloudy
160189,"Fog, Smog, Smoke"
160189,Cloudy
160190,Cloudy
160191,Cloudy
170001,Clear
170002,Rain
170003,Clear
170004,Clear
170005,Rain
170006,Clear
170007,Clear
170008,Clear
170009,Snow
170010,Cloudy
170011,Clear
170012,Rain
170013,Freezing Rain or Drizzle
170014,Rain
170015,Rain
170016,Cloudy
170017,Clear
170018,Clear
170019,Clear
170020,Clear
170021,Clear
170022,Clear
170023,Clear
170024,Clear
170025,Clear
170026,Snow
170027,Snow
170028,Clear
170029,Clear
170030,Clear
170031,Clear
170032,Clear
170033,Clear
170034,Rain
170035,Clear
170036,Clear
170037,Clear
170038,Clear
170039,Clear
170040,Snow
170041,Snow
170042,Clear
170043,Clear
170044,Reported as Unknown
170045,Clear
170046,Clear
170047,Cloudy
170048,Clear
170049,Clear
170050,Clear
170051,Snow
170052,Clear
170053,Clear
170054,Clear
170055,Clear
170056,Clear
170057,Clear
170058,Clear
170059,Clear
170060,Clear
170061,Snow
170062,Clear
170063,Clear
170064,Clear
170065,Clear
170066,Clear
170067,Clear
170069,Clear
170070,Clear
170071,Clear
170072,Clear
170073,Clear
170074,Clear
170075,Clear
170076,Clear
170077,Clear
170078,Clear
170079,Clear
170080,Clear
170081,Clear
170082,Clear
170083,Clear
170084,Clear
170085,Rain
170087,Rain
170088,Clear
170089,Clear
170090,Rain
170091,Clear
170092,Rain
170093,Rain
170094,Rain
170095,Clear
170096,Clear
170097,Clear
170098,Clear
170099,Clear
170100,Clear
170101,Rain
170103,Clear
170104,Clear
170105,Clear
170106,Rain
170107,Rain
170108,Clear
170109,Clear
170110,Clear
170111,Clear
170112,Clear
170113,Clear
170114,Rain
170115,Rain
170116,Clear
170117,Clear
170118,Clear
170119,Cloudy
170120,Clear
170121,Clear
170122,Clear
170123,Clear
170124,Cloudy
170125,Rain
170126,Clear
170127,Clear
170129,Clear
170130,Clear
170131,Clear
170133,Clear
170134,Clear
170135,Clear
170136,Clear
170137,Clear
170138,Clear
170139,Clear
170140,Clear
170141,Clear
170142,Clear
170143,Rain
170144,Clear
170145,Clear
170146,Clear
170147,Clear
170148,Clear
170149,Clear
170150,Rain
170151,Clear
170152,Clear
170153,Clear
170154,Clear
170155,Clear
170156,Clear
170157,Clear
170158,Clear
170159,Clear
170160,Clear
170161,Clear
170162,Clear
170163,Clear
170164,Clear
170165,Clear
170166,Rain
170167,Freezing Rain or Drizzle
170168,Snow
170168,Severe Crosswinds
170169,Rain
170170,Clear
170171,Clear
170172,Clear
170173,Clear
170174,Clear
170175,Clear
170176,Clear
170177,Rain
170178,Rain
170179,Clear
170180,Clear
170181,"Fog, Smog, Smoke"
170182,Clear
170183,Clear
170184,Clear
170185,Snow
170186,Snow
170187,Rain
170188,Clear
170189,Cloudy
170191,Clear
170192,Clear
170193,Clear
170194,Clear
170195,Clear
170197,Clear
170198,Clear
170199,Clear
170200,Clear
170201,Rain
170202,Reported as Unknown
170203,Clear
170204,Clear
170205,Clear
170206,Clear
170207,Clear
170208,Clear
170209,Freezing Rain or Drizzle
170210,Clear
170211,Clear
170212,Clear
170213,Clear
170215,Clear
170216,Clear
170217,Clear
170218,Clear
170219,Clear
170220,Clear
170221,Clear
170222,Clear
170223,Clear
170224,Clear
170225,Clear
170226,Severe Crosswinds
170227,Clear
170228,Rain
170229,Rain
170230,Clear
170231,Clear
170232,Rain
170233,Clear
170234,Clear
170235,Clear
170236,Clear
170237,Clear
170238,Clear
170239,Clear
170240,Clear
170241,Clear
170242,Rain
170243,Clear
170244,Clear
170245,Snow
170246,Clear
170247,Rain
170248,Clear
170249,Clear
170250,Clear
170251,Cloudy
170252,Cloudy
170253,Clear
170254,Clear
170255,Clear
170256,Clear
170257,Clear
170258,Clear
170259,Clear
170260,Clear
170261,Clear
170262,Rain
170263,Clear
170264,Clear
170265,"Fog, Smog, Smoke"
170266,Cloudy
170267,Rain
170268,Clear
170269,Clear
170270,Rain
170271,Clear
170272,Clear
170273,Clear
170274,Rain
170275,Clear
170276,Clear
170277,Clear
170278,Clear
170279,Clear
170280,Clear
170281,Clear
170282,Clear
170283,Clear
170284,Rain
170285,Cloudy
170286,Clear
170287,Clear
170288,Clear
170289,Clear
170290,Rain
170291,Rain
170292,Rain
170293,Clear
170294,Clear
170296,Clear
170297,Clear
170298,Clear
170299,Clear
170300,Clear
170301,Clear
170302,Clear
170303,Clear
170304,Clear
170305,Clear
170306,Clear
170307,Clear
170308,Clear
170309,Clear
170310,Clear
170311,Clear
170312,Clear
170313,Rain
170314,Clear
170315,Clear
170316,Clear
170317,Clear
170318,Clear
170319,Clear
170320,Clear
170321,Clear
170322,Clear
170323,Clear
170324,Clear
170325,Clear
170326,Clear
170327,Rain
170328,Rain
170329,Clear
170330,Clear
170331,Clear
170332,Clear
170333,Clear
170334,Clear
170335,Clear
170336,Clear
170337,Clear
170338,Clear
170339,Clear
170340,Clear
170341,Clear
170342,Clear
170343,Clear
170344,Clear
170345,Clear
170346,Clear
170347,Clear
170348,Clear
170349,Clear
170350,Clear
170351,Clear
170352,Clear
170353,Clear
170354,Clear
170355,Clear
170356,Clear
170357,Clear
170358,Clear
170359,Clear
170360,Clear
170361,Clear
170362,Clear
170363,Clear
170364,Clear
170365,Clear
170366,Clear
170367,Clear
170368,Clear
170369,Clear
170370,Clear
170371,Clear
170372,Clear
170373,Clear
170374,Clear
170375,Clear
170376,Clear
170377,Clear
170378,Clear
170379,Clear
170380,Clear
170381,Clear
170382,Rain
170383,Rain
170384,Clear
170385,Clear
170386,Clear
170387,Clear
170388,Clear
170389,Clear
170390,Clear
170391,Clear
170392,Clear
170393,Clear
170394,Clear
170395,Clear
170396,Clear
170397,Clear
170399,Clear
170401,Clear
170402,Clear
170403,Clear
170404,Clear
170405,Clear
170406,Clear
170407,Clear
170409,Clear
170410,Clear
170411,Clear
170412,Clear
170413,Clear
170414,Clear
170415,Clear
170416,Clear
170417,Clear
170418,Clear
170419,Cloudy
170420,Clear
170421,Clear
170422,Clear
170423,Clear
170424,Clear
170425,Rain
170426,Clear
170427,Clear
170428,Clear
170429,Clear
170430,Clear
170431,Clear
170432,Clear
170433,Clear
170434,Clear
170435,Clear
170436,Clear
170437,Clear
170438,Clear
170439,Clear
170440,Clear
170442,Clear
170443,Clear
170444,Clear
170445,Clear
170446,Clear
170447,Clear
170448,Clear
170449,Clear
170450,Clear
170451,Clear
170452,Clear
170453,Clear
170454,Rain
170455,Clear
170456,Rain
170457,Clear
170458,Clear
170459,Clear
170460,Rain
170461,Clear
170462,Clear
170463,Clear
170464,Clear
170465,Clear
170466,Clear
170467,Rain
170468,Clear
170469,Other
170470,Rain
170471,Clear
170472,Clear
170473,Clear
170474,Clear
170475,Clear
170477,Clear
170478,Clear
170479,Clear
170480,Clear
170481,Clear
170483,Clear
170484,Reported as Unknown
170485,Rain
170486,Rain
170487,Clear
170488,Clear
170489,Clear
170490,Clear
170491,Clear
170492,Clear
170493,Clear
170494,Clear
170495,Rain
170496,Rain
170497,Clear
170498,Clear
170499,Clear
170500,Clear
170501,Clear
170502,Clear
170503,Clear
170504,Clear
170505,Clear
170506,Clear
170507,Clear
170508,Clear
170509,Clear
170510,Clear
170511,Clear
170512,Clear
170513,Clear
170514,Reported as Unknown
170515,Clear
170516,Clear
170517,Clear
170518,Clear
170519,Clear
170520,Clear
170521,Clear
170522,Clear
170524,Clear
170525,Clear
170526,Reported as Unknown
170527,Clear
170528,Clear
170529,Clear
170530,Clear
170531,Clear
170532,Clear
170533,Rain
170534,Rain
170535,Clear
170536,Clear
170537,Clear
170538,Clear
170539,Clear
170540,Clear
170541,Clear
170542,Clear
170543,Clear
170544,Clear
170545,Clear
170546,Clear
170547,Clear
170548,Clear
170549,Clear
170550,Clear
170551,Clear
170552,Clear
170553,Clear
170554,Clear
170555,Clear
170556,Clear
170557,Snow
170558,Clear
170559,Rain
170560,Clear
170561,Clear
170562,Clear
170563,Clear
170564,Clear
170565,Clear
170566,Clear
170567,Clear
170568,Clear
170569,Clear
170570,Clear
170571,Clear
170572,Clear
170573,Clear
170574,Clear
170575,Clear
170576,Clear
170577,Clear
170578,Clear
170579,Clear
170580,Snow
170581,Clear
170582,Clear
170583,Clear
170584,Clear
170585,Clear
170586,Clear
170587,Clear
170588,Cloudy
170589,Clear
170590,Clear
170591,Clear
170592,Clear
170593,Rain
170594,Rain
170595,Clear
170596,Clear
170598,Clear
170599,Clear
170600,Cloudy
170601,Clear
170602,Clear
170603,Clear
170604,Clear
170605,Clear
170606,Rain
170607,Clear
170608,Clear
170609,Clear
170610,Clear
170611,Clear
170612,Clear
170613,Rain
170614,Clear
170615,Cloudy
170616,Clear
170617,Clear
170618,Clear
170619,Clear
170620,Clear
170621,Clear
170622,Clear
170623,Clear
170624,Clear
170625,Clear
170626,Clear
170627,Clear
170628,Clear
170629,Clear
170630,Clear
170631,Clear
170632,Clear
170633,Clear
170634,Cloudy
170635,Rain
170636,Clear
170637,Clear
170638,Cloudy
170639,Clear
170640,Clear
170641,Clear
170642,Clear
170643,Clear
170645,Clear
170646,Clear
170647,Clear
170649,Clear
170650,Clear
170651,Clear
170652,Clear
170653,Clear
170654,Clear
170655,Clear
170656,Clear
170657,Clear
170658,Clear
170659,Clear
170660,Clear
170661,Clear
170662,Clear
170663,Clear
170664,Clear
170665,Clear
170666,Clear
170667,Clear
170668,Clear
170669,Clear
170670,Clear
170671,Clear
170672,Clear
170673,Clear
170674,Clear
170675,Clear
170676,Clear
170677,Clear
170678,Clear
170679,Clear
170680,Clear
170681,Clear
170682,Clear
170683,Other
170684,Clear
170685,Clear
170686,Clear
170687,Clear
170688,Clear
170689,Clear
170690,Clear
170691,Clear
170692,Clear
170693,Clear
170694,Clear
170695,Clear
170696,Clear
170697,Clear
170698,Clear
170699,Clear
170700,Clear
170701,Clear
170702,Clear
170703,Clear
170704,Cloudy
170705,Clear
170706,Clear
170707,Clear
170708,Clear
170709,Clear
170710,Clear
170711,Clear
170712,Clear
170713,Clear
170714,Clear
170715,Clear
170716,Clear
170717,Clear
170718,Clear
170719,Clear
170720,Clear
170721,Clear
170722,Clear
170723,Clear
170724,Clear
170725,Clear
170726,Clear
170727,Clear
170728,Clear
170729,Clear
170730,Clear
170731,Clear
170732,Clear
170733,Clear
170734,Clear
170735,Clear
170736,Clear
170737,Clear
170738,Clear
170739,Clear
170740,Clear
170741,Clear
170743,Clear
170744,Clear
170745,Clear
170746,Clear
170747,Clear
170748,Clear
170749,Clear
170750,Rain
170751,Clear
170752,Clear
170753,Clear
170754,Clear
170755,Rain
170756,Clear
170757,Clear
170758,Clear
170759,Clear
170760,Clear
170761,Clear
170762,Clear
170763,Clear
170764,Clear
170765,Clear
170766,Clear
170767,Clear
170768,Rain
170769,Clear
170770,Clear
170771,Clear
170772,Clear
170773,Clear
170774,Clear
170775,Clear
170776,Clear
170777,Clear
170778,Clear
170779,Clear
170780,Clear
170781,Clear
170782,Clear
170783,Clear
170784,Clear
170785,Clear
170786,Clear
170787,Clear
170788,Clear
170789,Clear
170790,Clear
170791,Clear
170792,Clear
170793,Clear
170794,Clear
170795,Clear
170797,Clear
170798,Clear
170799,Clear
170800,Clear
170801,Clear
170802,Severe Crosswinds
170803,Clear
170804,Clear
170805,Clear
170806,Rain
170807,Clear
170808,Clear
170809,Clear
170810,Clear
170811,Rain
170812,Clear
170813,Clear
170814,Clear
170815,Clear
170816,Clear
170817,Clear
170818,Clear
170819,Clear
170820,Clear
170821,Clear
170822,Clear
170823,Clear
170824,Clear
170825,Clear
170826,Clear
170827,Clear
170828,Rain
170829,Rain
170830,Clear
170831,Clear
170832,Clear
170833,Clear
170834,Clear
170835,"Fog, Smog, Smoke"
170836,Clear
170837,Clear
170838,Clear
170839,Clear
170840,Clear
170841,Clear
170842,Clear
170843,Clear
170844,Clear
170845,Clear
170846,Clear
170847,Clear
170848,Clear
170849,Clear
170850,Clear
170851,Clear
170852,Clear
170853,Not Reported
170854,Clear
170855,Clear
170856,Clear
170857,Clear
170858,Clear
170859,Clear
170860,Clear
170861,Clear
170862,Clear
170863,Clear
170864,Clear
170865,Clear
170866,Clear
170867,Clear
170868,Clear
170869,Clear
170870,Clear
170871,Clear
170872,Clear
170873,Clear
170874,Clear
170875,Clear
170876,Clear
170877,Clear
170878,Clear
170879,Clear
170880,Clear
170881,Clear
170882,Clear
170883,Clear
170884,Clear
170885,Clear
170886,Clear
170887,Clear
170888,Clear
170889,Clear
170890,Clear
170891,Clear
170892,Clear
170893,Clear
170894,Clear
170895,Clear
170896,Clear
170897,Clear
170898,Clear
170899,Rain
170900,Clear
170901,Clear
170902,Clear
170903,Clear
170904,Clear
170905,Clear
170906,Clear
170907,Clear
170908,Clear
170909,Clear
170910,Clear
170911,Clear
170912,Clear
170913,Rain
170914,Clear
170915,Clear
170916,Clear
170917,Clear
170918,Clear
170919,Clear
170920,Clear
170921,Clear
170922,Clear
170923,Clear
170924,Clear
170925,Clear
170926,Clear
170927,Cloudy
170928,Clear
170929,Clear
170930,Clear
170931,Clear
170932,Clear
170933,Clear
170934,Clear
170935,Clear
170936,Rain
170937,Clear
170938,Clear
170939,Rain
170940,Rain
170941,Clear
170942,Clear
170943,Clear
170944,Clear
170945,Clear
170946,Clear
170947,Clear
170948,Clear
170949,Clear
170950,Clear
170951,Cloudy
170952,Clear
170953,Clear
170954,Clear
170955,Rain
170956,Clear
170957,Clear
170958,Clear
170959,Clear
170960,Clear
170961,Clear
170962,Cloudy
170963,Clear
170964,Clear
170965,Clear
170966,Clear
170967,Clear
170968,Clear
170969,Clear
170970,Clear
170971,Clear
170972,Clear
170973,Clear
170974,Clear
170975,Clear
170976,Clear
170977,Clear
170978,Clear
170979,Clear
170980,Clear
170981,Clear
170982,Clear
170983,Clear
170984,Clear
170985,Clear
170986,Clear
170987,Clear
170988,Clear
170989,Clear
170990,Clear
170991,Clear
170992,Clear
170993,Clear
170994,Clear
170995,Clear
170996,Rain
170997,Clear
170998,Clear
170999,Rain
171000,Clear
171001,Clear
171002,Clear
171003,Clear
171004,Clear
171005,Clear
171006,Clear
171007,Clear
171008,Clear
171009,Clear
171010,"Fog, Smog, Smoke"
171011,Rain
171012,Clear
171013,Clear
171014,Clear
171015,Rain
171016,Clear
171017,Clear
171018,Clear
171019,Clear
171020,Clear
171021,Clear
171022,Clear
171023,Rain
171024,Clear
171025,Clear
171026,Clear
171027,Clear
171028,Clear
171029,Clear
171030,Clear
171031,Clear
171032,Clear
171033,Clear
171034,Clear
171035,Clear
171036,Clear
171037,Clear
171038,Clear
171039,Cloudy
171040,Clear
171041,Clear
171042,Clear
171043,Clear
171044,Clear
171045,Clear
171046,Clear
171047,Rain
171048,Clear
171049,Clear
171050,Other
171051,Cloudy
171052,Clear
171053,Cloudy
171054,Clear
171055,Cloudy
171056,Clear
171057,Clear
171058,Rain
171059,Clear
171060,Clear
171061,Clear
171062,Clear
171063,Clear
171064,Clear
171065,Clear
171066,Clear
171067,Clear
171068,Rain
171069,Clear
171070,Clear
171071,Clear
171072,Clear
171073,Clear
171074,Clear
171075,Cloudy
171076,Rain
171077,Clear
171078,Clear
171079,Clear
171080,Clear
171081,Clear
171082,Clear
171083,Clear
171084,Clear
171085,Clear
171086,Clear
171087,Clear
171088,Clear
171089,Clear
171090,Clear
171091,Clear
171092,Rain
171093,Not Reported
171094,Clear
171095,Clear
171096,Clear
171097,Clear
171098,Clear
171099,Clear
171100,Snow
171101,Clear
171103,Clear
171104,Clear
171105,Clear
171106,Clear
171107,Clear
171110,Clear
180001,Clear
180002,Cloudy
180003,Cloudy
180004,Cloudy
180005,Clear
180006,Clear
180007,Clear
180008,Cloudy
180009,Clear
180010,Blowing Snow
180011,Clear
180012,Clear
180013,Clear
180014,Rain
180015,Clear
180016,Clear
180017,Clear
180018,Rain
180019,Clear
180020,Clear
180021,Clear
180022,Clear
180023,Rain
180024,Clear
180025,Cloudy
180026,Rain
180027,Cloudy
180030,Clear
180031,Snow
180032,Cloudy
180033,Cloudy
180034,Rain
180035,Clear
180036,"Fog, Smog, Smoke"
180037,Clear
180038,Cloudy
180039,Clear
180040,Clear
180041,Clear
180042,Clear
180043,Clear
180044,Cloudy
180045,Clear
180046,Clear
180047,Rain
180048,Cloudy
180049,Cloudy
180050,Cloudy
180051,Clear
180052,Cloudy
180053,Clear
180054,Freezing Rain or Drizzle
180055,Clear
180056,Rain
180057,Clear
180058,Rain
180059,Cloudy
180060,Snow
180061,Freezing Rain or Drizzle
180062,Clear
180063,Clear
180064,Cloudy
180065,Snow
180066,Clear
180067,Clear
180068,Clear
180069,Cloudy
180070,Cloudy
180071,Clear
180072,Clear
180073,Clear
180074,Clear
180075,Snow
180076,Snow
180077,Cloudy
180078,Clear
180079,Snow
180080,Clear
180081,Clear
180082,Clear
180083,Clear
180084,Clear
180085,Clear
180086,Clear
180087,Clear
180088,Clear
180089,Clear
180090,Clear
180091,Clear
180092,Blowing Snow
180093,Snow
180094,Clear
180095,Clear
180096,Clear
180097,Cloudy
180098,Clear
180100,Cloudy
180102,Clear
180103,Clear
180104,Clear
180105,Clear
180106,Sleet or Hail
180107,Cloudy
180108,Rain
180109,Clear
180110,Clear
180111,Rain
180112,Clear
180113,"Fog, Smog, Smoke"
180114,Rain
180115,Clear
180116,Cloudy
180118,Cloudy
180119,Rain
180120,Clear
180121,Clear
180122,Rain
180124,Clear
180125,Clear
180126,Cloudy
180127,Cloudy
180128,Clear
180129,Clear
180130,Cloudy
180131,Clear
180132,Clear
180133,Clear
180134,Clear
180135,Clear
180136,Clear
180137,Clear
180138,Cloudy
180139,Clear
180140,Clear
180142,Cloudy
180143,Clear
180144,Cloudy
180145,Clear
180146,Clear
180147,Clear
180148,Cloudy
180149,Clear
180150,Cloudy
180151,Rain
180152,Clear
180153,Clear
180154,Clear
180155,Clear
180156,Cloudy
180157,Clear
180158,Rain
180159,Clear
180160,Rain
180161,Clear
180163,Cloudy
180164,Clear
180165,Clear
180166,Clear
180167,Cloudy
180168,Clear
180169,Cloudy
180170,Cloudy
180171,Clear
180172,Clear
180173,Rain
180174,Clear
180175,Cloudy
180176,Clear
180177,Clear
180178,Clear
180179,Rain
180180,Clear
180181,Clear
180182,Cloudy
180183,Clear
180184,Rain
180185,Clear
180186,Rain
180187,Rain
180188,Clear
180190,Clear
180191,Clear
180192,Clear
180193,Cloudy
180194,Cloudy
180195,Clear
180196,Rain
180197,Clear
180198,Clear
180199,Clear
180200,Clear
180201,Clear
180202,Clear
180204,Clear
180205,Clear
180206,Clear
180207,Cloudy
180208,Clear
180209,Cloudy
180210,Clear
180211,Clear
180212,Clear
180213,Clear
180214,Cloudy
180215,Clear
180216,Clear
180217,Clear
180218,Clear
180219,Clear
180220,Clear
180221,Clear
180222,Clear
180223,Cloudy
180224,Clear
180225,Clear
180226,Clear
180227,Rain
180229,Clear
180230,Clear
180231,Clear
180232,Clear
180233,Clear
180234,Cloudy
180235,Clear
180236,Cloudy
180237,Clear
180238,Rain
180239,Clear
180240,Clear
180241,Cloudy
180242,Clear
180243,Cloudy
180244,Clear
180245,Clear
180246,Clear
180247,Clear
180248,"Fog, Smog, Smoke"
