ST_CASE,WEATHERNAME
340640,Rain
340641,Rain
340642,Clear
340643,Clear
340644,Rain
340645,Clear
340646,Clear
340647,Clear
340648,Rain
340649,Clear
340650,Rain
340651,Clear
350001,Clear
350002,Clear
350003,Clear
350004,Clear
350005,Clear
350006,Clear
350007,Clear
350008,Clear
350009,Clear
350010,Clear
350011,Clear
350012,Clear
350013,Clear
350014,Clear
350015,Clear
350016,Clear
350017,Clear
350018,Freezing Rain or Drizzle
350019,Clear
350020,Clear
350021,Clear
350022,Clear
350023,Clear
350024,Clear
350025,Clear
350026,Clear
350027,Clear
350028,Clear
350029,Clear
350030,Snow
350031,Snow
350032,Snow
350033,Clear
350034,Clear
350035,Clear
350036,Clear
350037,Clear
350038,Clear
350039,Clear
350040,Clear
350041,Clear
350042,Clear
350043,Clear
350044,Clear
350045,Clear
350046,Clear
350047,Clear
350048,Clear
350049,Clear
350050,Clear
350051,Clear
350052,Clear
350053,Clear
350054,Clear
350055,Clear
350056,Clear
350057,Clear
350058,Snow
350059,Clear
350060,Severe Crosswinds
350061,Clear
350062,Clear
350063,Not Reported
350064,Clear
350065,Clear
350066,Clear
350067,Clear
350068,Clear
350069,Clear
350070,Clear
350071,Clear
350072,Clear
350073,Clear
350074,Clear
350075,Clear
350076,Clear
350077,Clear
350078,Clear
350079,Clear
350080,Clear
350081,Snow
350082,Clear
350083,Clear
350084,Clear
350085,Clear
350086,Clear
350087,Clear
350088,Clear
350089,Clear
350090,Clear
350091,Clear
350092,Clear
350093,Clear
350094,Clear
350095,Clear
350096,Clear
350097,Clear
350098,Clear
350099,Clear
350100,Clear
350101,Clear
350102,Clear
350103,Clear
350104,Clear
350105,Clear
350106,Clear
350107,Clear
350108,Clear
350109,Clear
350110,Clear
350111,Clear
350112,Clear
350113,Clear
350114,Clear
350115,Clear
350116,Clear
350117,Clear
350118,Clear
350119,Clear
350120,Clear
350121,"Fog, Smog, Smoke"
350122,Clear
350123,Clear
350124,Clear
350125,Clear
350126,Clear
350127,Not Reported
350128,Clear
350129,Clear
350130,Clear
350131,Clear
350132,Clear
350133,Clear
350134,Clear
350135,Clear
350136,Clear
350137,Clear
350138,Clear
350139,Clear
350140,Clear
350141,Clear
350142,Clear
350143,Clear
350144,Clear
350145,Clear
350146,Clear
350147,Clear
350148,Not Reported
350149,Clear
350150,Clear
350151,Clear
350152,Clear
350153,Clear
350154,Clear
350155,Clear
350156,Clear
350157,Severe Crosswinds
350158,Not Reported
350159,Clear
350160,Clear
350161,Clear
350162,Clear
350163,Clear
350164,Clear
350165,Clear
350166,Clear
350167,Clear
350168,Clear
350169,Clear
350170,Clear
350171,Clear
350172,Rain
350173,Clear
350174,Clear
350175,Clear
350176,Clear
350177,Clear
350178,Clear
350179,Clear
350180,Clear
350181,Clear
350182,Clear
350183,Clear
350184,Clear
350185,Clear
350186,Clear
350187,Clear
350188,Clear
350189,Clear
350190,Clear
350191,Clear
350192,Clear
350193,Clear
350194,Clear
350195,Clear
350196,Clear
350197,Clear
350198,Cloudy
350199,Clear
350200,Clear
350201,Clear
350202,Clear
350203,Clear
350204,Clear
350205,Clear
350206,Clear
350207,Clear
350208,Clear
350209,Clear
350210,Clear
350211,Clear
350212,Clear
350213,Clear
350214,Clear
350215,Clear
350216,Clear
350217,Clear
350218,Clear
350219,Clear
350220,Rain
350221,Rain
350222,Clear
350223,Clear
350224,Clear
350225,Clear
350226,Not Reported
350227,Clear
350228,Clear
350229,Clear
350230,Clear
350231,Clear
350232,Clear
350233,Clear
350234,Clear
350235,Clear
350236,Clear
350237,Clear
350238,Cloudy
350239,Clear
350240,Clear
350241,Rain
350242,Rain
350243,Clear
350244,Clear
350245,Clear
350246,Clear
350247,Clear
350248,Clear
350249,Clear
350250,Clear
350251,Clear
350252,Clear
350253,Clear
350254,Clear
350255,Rain
350256,Clear
350257,Clear
350258,Rain
350259,Clear
350260,Clear
350261,Clear
350262,Rain
350263,Clear
350264,Clear
350265,Clear
350266,Severe Crosswinds
350267,Clear
350268,Clear
350269,Clear
350270,Not Reported
350271,Rain
350272,Clear
350273,Clear
350274,Clear
350275,Clear
350276,Clear
350277,Clear
350278,Clear
350279,Clear
350280,Clear
350281,Clear
350282,Clear
350283,Clear
350284,Clear
350285,Clear
350286,Clear
350287,Clear
350288,Clear
350289,Clear
350290,Clear
350291,Clear
350292,Clear
350293,Clear
350294,Clear
350295,Clear
350296,Clear
350297,Clear
350298,Clear
350299,Clear
350300,Clear
350301,Clear
350302,Clear
350303,Clear
350304,Clear
350305,Clear
350306,Clear
350307,Clear
350308,Clear
350309,Clear
350310,Not Reported
350311,Rain
350312,Clear
350313,Rain
350314,Clear
350315,Not Reported
350316,Clear
350317,Clear
350318,Clear
350319,Clear
350320,Clear
350321,Clear
350322,Clear
350323,Clear
350324,Clear
350325,Clear
350326,Clear
350327,Clear
350328,Clear
350329,Clear
350330,Clear
350331,Snow
350331,Cloudy
350332,Clear
350333,Clear
350334,Clear
350335,Clear
350336,Clear
350337,Clear
350338,Clear
350339,Rain
350340,Cloudy
350341,Clear
350342,Clear
350343,Clear
350344,Clear
350345,Clear
350346,Clear
350347,Clear
350348,Clear
350349,Clear
350350,Clear
350351,Clear
350352,Clear
350353,Clear
350354,Clear
350355,Clear
350356,Clear
350357,Snow
350358,Clear
350359,Clear
350360,Clear
350361,Clear
350362,Clear
350363,Clear
350364,Clear
350365,Clear
350366,Clear
350367,Clear
350368,Clear
350369,Clear
350370,Clear
350371,Clear
350372,Clear
350373,Clear
350374,Clear
350375,Clear
350376,Rain
350376,Cloudy
350377,Clear
350378,Clear
350379,Clear
350380,Clear
350381,Clear
350382,Clear
350383,Clear
350384,Clear
350385,Clear
350386,Clear
350387,Clear
350388,Clear
350389,Clear
350390,Clear
350391,Clear
350392,Clear
350393,Clear
350394,Clear
350395,Clear
350396,Clear
350397,Clear
350398,Clear
350399,Clear
350400,Clear
350401,Clear
350402,Clear
350403,Clear
350404,Not Reported
350405,Not Reported
350406,Clear
350407,Severe Crosswinds
350408,Clear
350409,Clear
350410,Clear
350411,Clear
350412,Clear
350413,Clear
350414,Clear
350415,Clear
350416,Clear
350417,Clear
350418,Clear
350419,Clear
360002,Rain
360004,Clear
360005,Cloudy
360006,Cloudy
360007,Rain
360008,Clear
360009,Clear
360010,Clear
360012,Not Reported
360013,Cloudy
360014,Clear
360015,Clear
360016,Clear
360017,Cloudy
360018,Clear
360019,Clear
360020,Clear
360021,Clear
360022,Clear
360023,Clear
360025,Clear
360026,Cloudy
360027,Clear
360028,Clear
360029,Clear
360030,Clear
360032,Cloudy
360033,Cloudy
360034,Cloudy
360035,Clear
360036,Clear
360037,Cloudy
360038,Cloudy
360039,Cloudy
360040,Rain
360041,Cloudy
360042,Clear
360043,Snow
360045,Clear
360046,Clear
360047,Clear
360048,Cloudy
360049,Clear
360050,Cloudy
360051,Cloudy
360052,Clear
360053,Cloudy
360055,Clear
360056,Cloudy
360057,Cloudy
360058,Clear
360059,Rain
360060,Clear
360061,Rain
360062,Clear
360063,Clear
360064,Clear
360065,Clear
360066,Clear
360067,Cloudy
360068,Snow
360069,Clear
360070,Snow
360071,Clear
360072,Snow
360073,Cloudy
360074,Clear
360075,Clear
360076,Cloudy
360077,Clear
360078,Clear
360079,Clear
360080,Cloudy
360081,Clear
360082,Clear
360083,Rain
360084,Cloudy
360085,Snow
360086,Clear
360088,Clear
360089,Cloudy
360090,Clear
360091,Clear
360092,Clear
360093,Cloudy
360094,Clear
360095,Cloudy
360097,Snow
360098,Clear
360099,Clear
360100,Clear
360101,Clear
360102,Clear
360103,Clear
360104,Clear
360105,Clear
360107,Clear
360108,Clear
360109,Clear
360110,Clear
360112,Not Reported
360113,Snow
360114,Cloudy
360115,Cloudy
360116,Clear
360117,Clear
360118,Clear
360119,Clear
360120,Clear
360121,Clear
360122,Cloudy
360123,Clear
360124,Cloudy
360125,Clear
360126,Snow
360127,Clear
360128,Clear
360129,Cloudy
360130,Clear
360131,Clear
360132,Clear
360133,Cloudy
360135,Clear
360136,Clear
360137,Clear
360138,Clear
360139,Cloudy
360140,Clear
360141,Clear
360142,Rain
360143,Clear
360144,Clear
360145,Cloudy
360146,Clear
360147,Clear
360148,Clear
360149,Rain
360150,Rain
360151,Clear
360152,Clear
360153,Clear
360154,Clear
360155,Clear
360156,Snow
360157,Cloudy
360158,Clear
360159,Cloudy
360161,Clear
360162,Rain
360163,Rain
360164,Clear
360165,"Fog, Smog, Smoke"
360166,Not Reported
360167,Cloudy
360168,Clear
360169,Cloudy
360170,Clear
360171,Clear
360172,Clear
360173,Cloudy
360174,Cloudy
360175,Clear
360176,Cloudy
360177,Rain
360178,Cloudy
360179,Clear
360180,Clear
360181,Clear
360182,Clear
360183,Clear
360184,Cloudy
360185,Cloudy
360186,Cloudy
360187,Clear
360188,Clear
360189,Clear
360190,Cloudy
360191,Clear
360192,Cloudy
360193,Clear
360194,Cloudy
360195,Cloudy
360197,Cloudy
360198,Cloudy
360200,Rain
360201,Cloudy
360202,Rain
360203,Clear
360204,Clear
360205,Rain
360206,Rain
360207,Clear
360208,Clear
360209,Clear
360210,Clear
360211,Clear
360212,Not Reported
360213,Clear
360214,Clear
360215,Clear
360216,Clear
360217,Clear
360218,Clear
360219,Clear
360221,Cloudy
360222,Clear
360223,Rain
360224,Cloudy
360225,Clear
360226,Rain
360227,Rain
360228,Clear
360229,Clear
360230,Clear
360231,Clear
360233,Cloudy
360234,Clear
360235,Cloudy
360236,Clear
360238,Cloudy
360239,Rain
360241,Clear
360242,Clear
360243,Cloudy
360244,Clear
360245,Clear
360246,Clear
360247,Cloudy
360248,Clear
360252,Rain
360253,Clear
360254,Clear
360255,Clear
360256,Rain
360257,Rain
360258,Rain
360259,Snow
360261,Cloudy
360262,Cloudy
360263,Cloudy
360264,Clear
360265,Cloudy
360266,Clear
360267,Clear
360268,Rain
360269,Clear
360270,Cloudy
360271,Cloudy
360272,Clear
360273,Rain
360274,Clear
360275,Clear
360276,Cloudy
360277,Cloudy
360278,Clear
360279,Cloudy
360280,Clear
360281,Clear
360282,Clear
360283,Clear
360284,Rain
360285,Rain
360286,Clear
360287,Cloudy
360288,Other
360289,Clear
360291,Rain
360292,Clear
360293,Clear
360294,Clear
360295,Clear
360296,Clear
360297,Clear
360299,Clear
360300,Rain
360301,Clear
360302,Clear
360303,Clear
360304,Clear
360305,Clear
360306,Clear
360307,Clear
360308,Rain
360309,Clear
360311,Cloudy
360312,Clear
360313,Clear
360314,Clear
360315,Clear
360316,Clear
360317,Clear
360318,Clear
360319,Cloudy
360320,Clear
360321,Clear
360322,Clear
360323,Clear
360324,"Fog, Smog, Smoke"
360325,Clear
360326,Clear
360327,Cloudy
360328,Clear
360329,Clear
360330,Cloudy
360331,Clear
360332,Cloudy
360333,Clear
360334,Cloudy
360335,Cloudy
360336,Cloudy
360337,Clear
360338,Clear
360339,Cloudy
360340,Clear
360341,Clear
360342,Rain
360343,Clear
360344,Cloudy
360345,Cloudy
360346,Clear
360347,Clear
360348,Clear
360349,Clear
360350,Clear
360351,Clear
360352,Cloudy
360353,"Fog, Smog, Smoke"
360354,Clear
360355,Clear
360356,Clear
360357,Clear
360358,Clear
360359,Cloudy
360360,Clear
360361,Clear
360362,Clear
360363,Clear
360364,Cloudy
360365,Clear
360366,Clear
360367,Clear
360368,Clear
360370,Clear
360371,Clear
360372,Clear
360373,Cloudy
360374,Clear
360375,Clear
360376,Cloudy
360377,Cloudy
360378,Clear
360379,Clear
360380,Clear
360381,Clear
360382,Clear
360383,Clear
360384,Cloudy
360385,Clear
360386,Clear
360387,Clear
360388,Clear
360389,Clear
360390,Rain
360391,Clear
360392,Clear
360393,Cloudy
360394,Clear
360395,Cloudy
360396,Rain
360398,Clear
360399,Clear
360400,Clear
360401,Rain
360402,Cloudy
360403,Clear
360404,Cloudy
360405,Cloudy
360406,Clear
360407,Cloudy
360408,Clear
360409,Clear
360410,Cloudy
360411,Clear
360412,Cloudy
360413,Clear
360414,Cloudy
360415,Clear
360416,Cloudy
360417,Cloudy
360418,Snow
360419,Clear
360420,Cloudy
360421,Clear
360422,Clear
360423,Clear
360424,Clear
360425,Clear
360426,Clear
360427,Clear
360428,Rain
360429,Clear
360430,Clear
360431,Clear
360432,Clear
360433,Clear
360434,Clear
360435,Clear
360436,Clear
360437,Clear
360438,Clear
360439,Rain
360440,Rain
360441,Clear
360442,Rain
360443,Clear
360444,Clear
360445,Cloudy
360446,Clear
360447,Clear
360449,Clear
360450,Clear
360451,Clear
360452,Rain
360453,Cloudy
360454,Clear
360456,Clear
360457,Clear
360458,Clear
360459,Clear
360460,Clear
360461,Clear
360462,Clear
360463,Clear
360464,Cloudy
360465,Clear
360466,Clear
360467,Clear
360468,Clear
360469,Clear
360470,Clear
360471,Cloudy
360472,Cloudy
360473,Clear
360474,Clear
360475,Clear
360476,Clear
360477,Clear
360478,Cloudy
360479,Cloudy
360480,Cloudy
360481,Clear
360482,Clear
360483,Cloudy
360484,Clear
360485,Clear
360486,Clear
360487,Clear
360488,Clear
360490,Clear
360491,Clear
360492,Cloudy
360493,Clear
360494,Rain
360495,Clear
360496,Clear
360497,Clear
360498,Clear
360499,Clear
360501,Clear
360502,Clear
360503,Clear
360504,Clear
360505,Clear
360506,Clear
360507,Clear
360508,Cloudy
360509,Clear
360510,Clear
360511,Clear
360512,Clear
360513,Clear
360514,Cloudy
360515,Clear
360516,Clear
360517,Clear
360518,Clear
360519,Clear
360520,Clear
360521,Clear
360522,Clear
360523,Clear
360524,Clear
360525,Clear
360526,Clear
360527,Not Reported
360528,Clear
360529,Clear
360530,Clear
360531,Clear
360532,Clear
360533,Clear
360534,Clear
360535,Clear
360536,Clear
360537,Clear
360538,Clear
360539,Clear
360540,Clear
360541,Clear
360542,Clear
360543,Clear
360544,Clear
360545,Clear
360546,Clear
360547,Clear
360548,Cloudy
360549,Clear
360550,Clear
360551,Cloudy
360552,Cloudy
360553,Clear
360554,Cloudy
360555,Rain
360556,Clear
360557,Cloudy
360558,Clear
360559,Cloudy
360560,Cloudy
360561,Rain
360562,Clear
360563,Clear
360564,Rain
360565,Clear
360566,Cloudy
360567,Clear
360568,Clear
360569,Clear
360570,Clear
360571,Clear
360572,Clear
360573,Cloudy
360574,Clear
360575,Clear
360576,Clear
360577,Clear
360578,Clear
360579,Clear
360580,Clear
360581,Clear
360582,Clear
360583,Rain
360584,Clear
360585,Clear
360586,Cloudy
360587,Clear
360588,Cloudy
360589,Clear
360590,Clear
360591,Cloudy
360592,Clear
360593,Clear
360594,Clear
360595,Cloudy
360596,Clear
360597,Clear
360598,Clear
360599,Clear
360600,Clear
360601,Clear
360602,Clear
360603,Clear
360604,Clear
360605,Cloudy
360606,Clear
360607,Clear
360608,Cloudy
360609,Clear
360610,Cloudy
360612,Clear
360613,Cloudy
360614,Clear
360615,Clear
360616,Clear
360617,Cloudy
360618,Clear
360619,Cloudy
360620,Clear
360621,Clear
360622,Clear
360623,Clear
360624,Clear
360625,Clear
360626,Clear
360627,Clear
360628,Clear
360629,Clear
360630,Clear
360631,Clear
360632,Not Reported
360633,Clear
360634,Clear
360635,Cloudy
360636,Clear
360637,Rain
360638,Clear
360639,Clear
360640,Clear
360641,Clear
360642,Clear
360643,Clear
360644,Cloudy
360645,Rain
360646,Clear
360647,Clear
360648,Rain
360649,Clear
360650,Cloudy
360651,Cloudy
360652,Clear
360653,Clear
360654,Cloudy
360655,Cloudy
360656,Clear
360657,Clear
360659,Cloudy
360660,Clear
360661,Clear
360662,Cloudy
360663,Cloudy
360664,Clear
360665,Clear
360666,Clear
360667,Clear
360668,Clear
360669,Clear
360670,Clear
360671,Clear
360672,Clear
360673,Clear
360674,"Fog, Smog, Smoke"
360675,Clear
360676,Cloudy
360677,Clear
360678,Cloudy
360679,Clear
360680,Clear
360681,Clear
360682,Cloudy
360683,Clear
360684,Clear
360685,Cloudy
360686,Clear
360688,Clear
360689,Clear
360690,Clear
360692,Cloudy
360693,Cloudy
360694,Rain
360695,Cloudy
360696,Clear
360697,Clear
360698,Clear
360699,Cloudy
360700,Clear
360701,Clear
360702,Cloudy
360703,Clear
360704,Cloudy
360705,Clear
360707,Cloudy
360708,Clear
360710,Cloudy
360711,Clear
360712,Clear
360713,Clear
360714,Clear
360715,Clear
360716,Cloudy
360717,Clear
360719,Cloudy
360720,Clear
360721,Clear
360722,Clear
360723,Clear
360724,Cloudy
360725,Cloudy
360727,Clear
360728,Clear
360729,Cloudy
360730,Clear
360731,Clear
360732,Cloudy
360733,Cloudy
360734,Clear
360735,Rain
360737,Clear
360738,Cloudy
360739,Cloudy
360740,Cloudy
360741,Rain
360742,Clear
360743,Clear
360744,Cloudy
360745,Rain
360746,Rain
360747,Clear
360748,Cloudy
360749,Clear
360751,Clear
360752,Clear
360753,Cloudy
360754,Clear
360755,Clear
360756,Clear
360757,Clear
360758,Cloudy
360759,Clear
360760,Clear
360761,Clear
360762,Clear
360763,Clear
360764,Clear
360765,Clear
360766,Clear
360767,Rain
360768,Clear
360769,Clear
360770,Clear
360771,Cloudy
360772,Clear
360773,Clear
360774,Cloudy
360775,Clear
360777,Clear
360778,Cloudy
360779,Cloudy
360780,Clear
360782,Clear
360783,Clear
360784,Clear
360785,Clear
360786,Cloudy
360787,Rain
360789,Clear
360790,Clear
360791,Cloudy
360792,Clear
360793,Clear
360794,Cloudy
360795,Clear
360796,Clear
360797,Clear
360798,Clear
360799,Cloudy
360800,Cloudy
360801,Clear
360802,Cloudy
360803,Rain
360804,Rain
360805,Clear
360806,Clear
360807,Clear
360808,Clear
360809,Cloudy
360810,Clear
360811,Cloudy
360812,Clear
360813,Clear
360814,Clear
360815,"Fog, Smog, Smoke"
360816,Clear
360817,Cloudy
360818,Rain
360819,Clear
360820,Rain
360821,Rain
360822,Clear
360823,Clear
360824,Clear
360825,Clear
360826,Cloudy
360827,Clear
360828,Clear
360830,Clear
360831,Cloudy
360832,Cloudy
360833,Cloudy
360834,Clear
360835,Rain
360836,Cloudy
360837,Clear
360838,Clear
360839,Clear
360840,Clear
360841,Clear
360842,Clear
360843,Clear
360844,Clear
360845,Clear
360846,Cloudy
360847,Rain
360848,Clear
360849,Clear
360850,Clear
360851,Clear
360852,Cloudy
360853,Cloudy
360854,Clear
360855,Clear
360856,Clear
360857,Clear
360858,Cloudy
360860,Clear
360861,Rain
360862,Rain
360863,Clear
360865,Clear
360866,Clear
360867,Cloudy
360868,Cloudy
360869,Clear
360870,Clear
360871,Clear
360872,Clear
360873,Clear
360874,Cloudy
360875,Cloudy
360876,Clear
360877,Clear
360878,Clear
360879,Clear
360880,Clear
360881,Clear
360882,Clear
360883,Clear
360884,Cloudy
360885,Clear
360886,Clear
360887,Clear
360888,Clear
360889,Cloudy
360890,Cloudy
360891,Cloudy
360892,Clear
360893,Clear
360894,Cloudy
360895,Clear
360896,Clear
360897,Clear
360898,Cloudy
360899,Clear
360900,Clear
360901,Clear
360902,Clear
360903,Clear
360905,Cloudy
360906,Clear
360907,Clear
360908,Cloudy
360909,Snow
360910,Clear
360911,Clear
360912,Clear
360913,Clear
360914,Clear
360915,Rain
360916,Rain
360917,Clear
360918,Clear
360919,Clear
360920,Clear
360921,Clear
360922,Rain
360923,Clear
360924,Clear
360926,Clear
360927,Cloudy
360928,Clear
360929,Clear
360930,Clear
360931,Cloudy
360932,Not Reported
360933,Clear
360934,Clear
360935,Clear
360936,Clear
360938,Clear
360939,Clear
360940,Rain
360941,Clear
360942,Clear
360943,Clear
360944,Cloudy
360945,Clear
360946,Cloudy
360947,Clear
360948,Clear
360949,Rain
360950,Clear
360951,Cloudy
360952,Clear
360953,Rain
360954,Clear
360955,Rain
360956,Cloudy
360957,Cloudy
360958,Clear
360959,Rain
360960,Clear
360961,Clear
360962,Snow
360963,Rain
360964,Rain
360965,Clear
360966,Cloudy
360967,Clear
360968,Clear
360969,Clear
360970,Clear
360971,Cloudy
360972,Clear
360973,Snow
360974,Rain
360975,Cloudy
360976,Rain
360977,Cloudy
360978,Clear
360979,Cloudy
360980,Rain
360981,Clear
360982,Clear
360983,Clear
360984,Cloudy
360985,Cloudy
360986,Clear
360987,Clear
360988,Clear
360989,Clear
360990,Clear
360991,Snow
360992,Rain
360993,Snow
360994,Clear
360995,Clear
360996,Cloudy
360997,Clear
361000,Cloudy
361001,Cloudy
361002,Cloudy
361003,Rain
361004,Cloudy
361005,Clear
361006,Cloudy
361007,Clear
361008,Rain
361009,Cloudy
361010,Clear
361011,Cloudy
361012,Cloudy
361014,Clear
361015,Cloudy
361016,Clear
361017,Cloudy
361018,Clear
361019,Clear
361020,Cloudy
361022,Clear
361023,Cloudy
361024,Cloudy
361025,Clear
361026,Clear
361027,Clear
361028,Clear
361029,Clear
361030,Clear
361031,Clear
361032,Clear
361033,Clear
361034,Clear
361035,Rain
361036,Rain
361037,Clear
361038,Clear
361039,Clear
361040,Clear
361041,Clear
361042,Clear
361043,Clear
361044,Clear
361045,Clear
361046,Clear
361047,Rain
361048,Cloudy
361049,Clear
361050,Cloudy
361051,Cloudy
361052,Clear
361053,Clear
361054,Clear
361055,Cloudy
361056,Rain
361057,Cloudy
361058,Clear
361059,Clear
361060,Rain
361061,Clear
361062,Clear
361063,Cloudy
361064,Clear
361065,Cloudy
361066,Clear
361067,Clear
361068,Clear
361069,Cloudy
361070,Cloudy
361071,Clear
361072,Clear
361073,Cloudy
361074,Rain
361075,Rain
361076,Clear
361077,Clear
361078,Clear
361079,Clear
361080,Clear
361081,Clear
361082,Rain
361083,Clear
361084,Clear
361085,Clear
361086,Snow
361087,Clear
361088,Rain
361089,Cloudy
361090,Cloudy
361091,Snow
361092,Clear
361093,Clear
361094,Cloudy
361095,Clear
361096,Rain
361097,Cloudy
361098,Snow
361100,Not Reported
361101,Clear
361102,Clear
361103,Clear
361104,Clear
361105,Clear
361106,Clear
361107,Clear
361108,Cloudy
361109,Clear
361110,Rain
361111,Clear
361112,Cloudy
361113,Clear
361114,Clear
361115,Cloudy
361117,Clear
361118,Clear
361119,Cloudy
361120,Clear
361121,Clear
361122,Clear
361123,Clear
361124,Rain
361125,Clear
361126,Rain
361127,Clear
361128,Clear
361129,Clear
361130,Clear
361131,Clear
361132,Clear
361133,Clear
361134,Cloudy
361135,Clear
361136,Rain
361137,Clear
361138,Cloudy
361139,Cloudy
361140,Clear
361141,Clear
361142,Clear
361143,Rain
361144,Clear
361145,Clear
361146,Cloudy
361147,Cloudy
361148,Clear
361149,Clear
361150,Clear
361151,Clear
361152,Clear
361153,Clear
361154,Clear
361155,Clear
361156,Clear
361157,Clear
361158,Clear
361159,Clear
361160,Cloudy
361161,Clear
361162,Clear
370001,Rain
370001,Snow
370002,Clear
370003,Clear
370004,Cloudy
370005,Clear
370006,Clear
370007,Clear
370008,Cloudy
370009,Cloudy
370010,Cloudy
370011,Clear
370012,Clear
370013,Clear
370014,Clear
370015,Clear
370016,Clear
370017,Clear
370018,Clear
370020,Clear
370021,Clear
370022,Rain
370024,Clear
370025,Clear
370026,Cloudy
370027,Rain
370028,Cloudy
370029,Clear
370030,Clear
370031,Cloudy
370032,Clear
370033,Clear
370034,Clear
370035,Rain
370036,Clear
370037,Clear
370038,Clear
370039,Rain
370040,Clear
370041,Rain
370042,Clear
370043,Clear
370044,Cloudy
370045,Clear
370046,Cloudy
370047,Rain
370047,Cloudy
370048,Clear
370049,Clear
370050,Clear
370051,Clear
370052,Clear
370053,Snow
370054,Clear
370055,Clear
370056,Clear
370057,Clear
370058,Rain
370059,Clear
370060,Clear
370061,Clear
370062,Rain
370063,Cloudy
370064,Clear
370065,Clear
370066,Clear
370068,Clear
370069,Cloudy
370070,Clear
370071,Clear
370072,Clear
370073,Clear
370074,Clear
370075,Clear
370076,Clear
370077,Sleet or Hail
370077,Cloudy
370077,Freezing Rain or Drizzle
370078,Clear
370079,Clear
370080,Clear
370081,Clear
370082,Clear
370083,Clear
370085,Clear
370086,Clear
370087,Clear
370088,Not Reported
370089,Clear
370090,Clear
370091,Clear
370092,Clear
370093,Clear
370094,Clear
370095,Clear
370096,Clear
370097,Rain
370098,Clear
370099,Cloudy
370101,Clear
370102,Clear
370103,Clear
370104,Clear
370105,Clear
370106,Snow
370107,Cloudy
370108,Cloudy
370109,Rain
370109,Cloudy
370110,Clear
370111,Sleet or Hail
370112,Clear
370113,Snow
370113,Cloudy
370114,Clear
370115,Clear
370116,Clear
370117,Clear
370118,Cloudy
370119,Clear
370120,Clear
370121,Clear
370122,Clear
370123,Clear
370124,Clear
370125,Clear
370126,Clear
370127,Clear
370128,Clear
370129,Cloudy
370130,Clear
370131,Clear
370132,Cloudy
370133,Cloudy
370134,Clear
370135,Clear
370136,Cloudy
370137,Clear
370138,Clear
370139,Clear
370140,Clear
370141,Clear
370142,Clear
370143,Clear
370144,Rain
370145,Rain
370146,Clear
370147,Clear
370148,Clear
370149,Clear
370150,Clear
370151,Clear
370152,Clear
370154,Rain
370155,Clear
370156,Clear
370157,Clear
370158,Rain
370159,Rain
370160,Clear
370161,Clear
370162,Clear
370163,Clear
370164,Clear
370165,Cloudy
370166,Clear
370167,Clear
370168,Cloudy
370169,Clear
370170,Rain
370170,Cloudy
370171,Clear
370172,Clear
370174,Rain
370175,Clear
370176,Clear
370177,Clear
370178,Clear
370179,Clear
370180,Clear
370181,Rain
370182,Clear
370183,Clear
370184,Cloudy
370185,Rain
370186,Clear
370187,Clear
370188,Clear
370189,Rain
370190,Clear
370191,Clear
370192,Cloudy
370193,Clear
370194,Cloudy
370195,Clear
370196,Cloudy
370197,Cloudy
370198,Clear
370199,Clear
370200,Clear
370201,Cloudy
370202,Clear
370203,Clear
370204,Clear
370205,Clear
370206,Clear
370207,Clear
370208,Rain
370209,Clear
370210,Clear
370211,Rain
370212,Clear
370213,Clear
370214,Clear
370215,Clear
370216,Clear
370217,Clear
370218,Clear
370219,Clear
370220,Clear
370221,Cloudy
370222,Clear
370223,Clear
370224,Cloudy
370225,Clear
370226,Clear
370227,Clear
370228,Clear
370229,Cloudy
370230,Clear
370231,Clear
370232,Clear
370233,Clear
370234,Clear
370235,Cloudy
370236,Clear
370237,Clear
370238,Snow
370239,Clear
370240,Clear
370241,Clear
370242,Clear
370243,Clear
370244,Clear
370246,Clear
370247,Clear
370248,Cloudy
370249,Clear
370250,Clear
370251,Clear
370252,Clear
370253,Clear
370254,Clear
370255,Clear
370256,Clear
370257,Clear
370258,Clear
370259,Clear
370261,Clear
370262,Clear
370263,Clear
370264,Clear
370265,Clear
370266,Clear
370267,Rain
370268,Clear
370269,Clear
370270,Cloudy
370271,Clear
370272,Clear
370274,Clear
370275,Clear
370276,Cloudy
370277,Clear
370278,Clear
370279,Clear
370280,Clear
370281,Clear
370282,Clear
370283,Clear
370284,Clear
370285,Clear
370286,Clear
370287,Clear
370288,Clear
370289,Clear
370290,Cloudy
370291,Clear
370292,Clear
370293,Rain
370294,Clear
370295,Clear
370296,"Fog, Smog, Smoke"
370297,Clear
370298,Cloudy
370299,Clear
370300,Cloudy
370301,Clear
370302,Clear
370303,Clear
370304,Rain
370305,Cloudy
370306,Clear
370307,Clear
370308,Clear
370309,Clear
370310,Clear
370311,Clear
370312,Cloudy
370313,Clear
370316,Cloudy
370317,Rain
370318,Clear
370319,Cloudy
370320,Clear
370321,Clear
370322,Clear
370323,Clear
370324,Clear
370326,Clear
370327,Rain
370328,Clear
370329,Clear
370330,Clear
370331,Clear
370332,Clear
370333,Clear
370334,Clear
370335,Clear
370336,Clear
370337,Sleet or Hail
370337,Freezing Rain or Drizzle
370338,Cloudy
370339,Cloudy
370340,Clear
370341,Clear
370342,Clear
370344,Clear
370345,Clear
370346,Clear
370347,Clear
370348,Clear
370349,Clear
370350,Clear
370351,Clear
370352,Clear
